"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019662","non-glycolytic fermentation","20/784","30/6449",0.666666666666667,5.48384353741497,9.15688959159293,3.62797803430675e-12,2.67261048527264e-10,2.28589894191658e-10,"YAL038W/YBR196C/YCL040W/YCR012W/YFL053W/YFR053C/YGR087C/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR044C/YLR134W/YLR377C/YML070W/YMR170C/YOL086C/YOR347C/YPL061W",20
"GO:0009150","purine ribonucleotide metabolic process","35/784","83/6449",0.421686746987952,3.46869621342513,8.42061804835259,4.44317097977481e-12,3.12435704805074e-10,2.67228034525212e-10,"YAL038W/YBR196C/YCL040W/YCR012W/YDL004W/YDL021W/YDR226W/YDR322C-A/YFR053C/YHR174W/YJL005W/YJL052W/YJL116C/YJR009C/YJR010W/YJR121W/YKL001C/YKL016C/YKL060C/YKL152C/YLR295C/YLR377C/YLR446W/YML022W/YML081C-A/YMR205C/YMR323W/YOL077W-A/YOR344C/YOR347C/YOR393W/YPL075W/YPL078C/YPL271W/YPR020W",35
"GO:0009117","nucleotide metabolic process","58/784","189/6449",0.306878306878307,2.52430892992117,7.91201893615505,5.15968599028275e-12,3.47044966389887e-10,2.96829532713291e-10,"YAL038W/YBR117C/YBR196C/YCL040W/YCR012W/YDL004W/YDL021W/YDL166C/YDR226W/YDR322C-A/YER005W/YER037W/YFR053C/YGR043C/YGR248W/YGR256W/YHR174W/YHR202W/YIL155C/YJL005W/YJL052W/YJL116C/YJR009C/YJR010W/YJR078W/YJR121W/YKL001C/YKL016C/YKL060C/YKL152C/YKR080W/YLR174W/YLR231C/YLR295C/YLR377C/YLR446W/YML022W/YML081C-A/YMR205C/YMR271C/YMR315W/YMR323W/YNL129W/YNL141W/YNL200C/YNL241C/YNR012W/YNR034W/YOL077W-A/YOR095C/YOR344C/YOR347C/YOR393W/YPL061W/YPL075W/YPL078C/YPL271W/YPR020W",58
"GO:0006113","fermentation","22/784","37/6449",0.594594594594595,4.89099558742416,8.82948620019779,8.71954508680723e-12,5.6204734372045e-10,4.80722288338451e-10,"YAL038W/YBR196C/YCL040W/YCR012W/YDL085W/YFL053W/YFR053C/YGR087C/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR044C/YLR134W/YLR377C/YML070W/YMR145C/YMR170C/YOL086C/YOR347C/YPL061W",22
"GO:0019318","hexose metabolic process","38/784","98/6449",0.387755102040816,3.18958246563932,8.12500948551734,1.17348036839555e-11,7.26149651963168e-10,6.2107992550451e-10,"YAL038W/YBR196C/YBR239C/YCL040W/YCR012W/YDL021W/YDL055C/YDL085W/YER003C/YFL045C/YFR053C/YGL062W/YGR087C/YHR043C/YHR174W/YHR210C/YJL052W/YJR009C/YKL038W/YKL060C/YKL152C/YKR097W/YLR044C/YLR134W/YLR377C/YLR446W/YML051W/YMR145C/YMR170C/YMR205C/YMR278W/YNL241C/YNR071C/YOL086C/YOL126C/YOR047C/YOR347C/YPL061W",38
"GO:0005996","monosaccharide metabolic process","40/784","107/6449",0.373831775700935,3.0750524508869,8.05153040769306,1.30557961751046e-11,7.76819872418723e-10,6.64418453121719e-10,"YAL038W/YBR196C/YBR239C/YCL040W/YCR012W/YDL021W/YDL055C/YDL085W/YER003C/YFL045C/YFR053C/YGL062W/YGR087C/YHR043C/YHR174W/YHR210C/YJL052W/YJR009C/YJR096W/YKL038W/YKL060C/YKL152C/YKR097W/YLR044C/YLR134W/YLR377C/YLR446W/YML051W/YMR145C/YMR170C/YMR205C/YMR278W/YNL241C/YNR071C/YOL086C/YOL126C/YOR047C/YOR095C/YOR347C/YPL061W",40
"GO:0072524","pyridine-containing compound metabolic process","37/784","95/6449",0.389473684210526,3.20371911922664,8.04942810238683,1.88556698051551e-11,1.08036004402129e-09,9.24038087527483e-10,"YAL038W/YBR117C/YBR196C/YCL040W/YCR012W/YDL021W/YFR053C/YGR043C/YGR248W/YGR256W/YHR174W/YHR202W/YIL155C/YJL052W/YJR009C/YJR078W/YKL060C/YKL152C/YLR174W/YLR231C/YLR377C/YLR446W/YMR205C/YMR315W/YMR323W/YNL129W/YNL200C/YNL241C/YNL334C/YNR034W/YOR047C/YOR095C/YOR344C/YOR347C/YOR393W/YPL061W/YPL075W",37
"GO:0006007","glucose catabolic process","20/784","32/6449",0.625,5.14110331632653,8.73565801779934,2.14516329378395e-11,1.18520271981563e-09,1.01371062416783e-09,"YAL038W/YBR196C/YCL040W/YCR012W/YDL021W/YFR053C/YGR087C/YHR174W/YJL052W/YJR009C/YKL060C/YKL152C/YLR044C/YLR134W/YLR377C/YMR170C/YMR205C/YOL086C/YOR347C/YPL061W",20
"GO:0009259","ribonucleotide metabolic process","38/784","100/6449",0.38,3.12579081632653,7.96963536609525,2.41293839706119e-11,1.28717782767368e-09,1.10093051365006e-09,"YAL038W/YBR196C/YCL040W/YCR012W/YDL004W/YDL021W/YDR226W/YDR322C-A/YER005W/YFR053C/YHR174W/YJL005W/YJL052W/YJL116C/YJR009C/YJR010W/YJR121W/YKL001C/YKL016C/YKL060C/YKL152C/YLR295C/YLR377C/YLR446W/YML022W/YML081C-A/YMR205C/YMR271C/YMR323W/YNR012W/YOL077W-A/YOR344C/YOR347C/YOR393W/YPL075W/YPL078C/YPL271W/YPR020W",38
"GO:0046434","organophosphate catabolic process","31/784","71/6449",0.436619718309859,3.5915313308422,8.16796690197226,2.54936720556609e-11,1.31462368900358e-09,1.12440511487599e-09,"YAL038W/YBR196C/YCL040W/YCR012W/YCR068W/YDL021W/YDL022W/YER005W/YER037W/YFR053C/YGL126W/YHR174W/YHR202W/YHR210C/YJL052W/YJR009C/YKL060C/YKL152C/YKR031C/YLR377C/YLR446W/YMR205C/YMR323W/YNR001C/YNR071C/YOL059W/YOR344C/YOR347C/YOR393W/YPL075W/YPL206C",31
