Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
IL20_1	0.48873188210392754	10.144401195846893
IL21_1	0.5016745439312443	9.07823029099994
IL22_1	0.5064480853221518	9.446966530535883
IL23_1	0.7823381767716568	9.83899619798862
IL24_1	0.7097094672539996	10.219346681062621
IL25_1	0.6211007730862909	6.1941873314302525
IL29_1	1.2971851216342791	13.770485818366012
IL30_1	1.3712968763337177	14.44547002562184
IL31_1	1.1150997840624324	15.316541043584932
