"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YNL280C",70.5208620589865,0.0827612862220679,0.300898579455567,0.754568618637128,0.835034825775273
"YNL281W",107.406239511912,1.06935919549179,0.248694001607502,2.79811622227105e-06,2.41545717342178e-05
"YNL282W",11.0312729430232,-0.466404492757225,0.386894543930853,0.137270245302239,0.242923945393011
"YNL283C",41.8730991992045,-0.158799428398049,0.273181455653374,0.517398315884439,0.646163106662138
"YNL284C",129.273722127034,0.753496144424573,0.200546993000334,7.65603815576553e-05,0.000440165285843368
"YNL286W",40.3889288754024,-0.522679689026035,0.335042224079788,0.0686811458478717,0.140933614100992
"YNL287W",177.463596048053,0.334827290968072,0.216039491986134,0.0960338031376577,0.184544108951096
"YNL288W",68.6846599070221,-0.521415854289712,0.227505478808045,0.013975594902394,0.0390710486885723
"YNL289W",27.9604031493933,2.59006238907231,0.530645045623533,1.71693400572419e-09,2.71387851967466e-08
"YNL290W",31.4939055876428,0.477469208134444,0.29946072714913,0.0711271753450991,0.144724217529611
"YNL291C",38.1269753974836,-0.0106054472751166,0.26792274224621,0.964988113826534,0.977115735435106
"YNL292W",36.124994252583,0.014375380350292,0.254775325840343,0.950537892654473,0.969251241921005
"YNL293W",44.8292980604688,-0.277689091502667,0.264227705968206,0.24475805638795,0.376815680760748
"YNL294C",71.9499340058234,0.13894491424204,0.239299156461833,0.526713821102877,0.655398300347016
"YNL295W",54.9626628364523,-0.611409425785707,0.250215797519719,0.00793582906008883,0.0240270064601124
"YNL297C",189.419292250368,-0.371327153082311,0.206749593008871,0.0554651542778357,0.118596889040076
"YNL298W",39.2253100955282,-0.294887151141652,0.260280372506023,0.21113565224055,0.336760494541499
"YNL299W",58.8583477189137,0.152939739679512,0.232542587722745,0.474923625901629,0.60925076378933
"YNL301C",76.255951438414,0.422470166924415,0.274795135966178,0.087405730042392,0.171703569243453
"YNL302C",266.081904929433,0.533202557166907,0.245662456482846,0.0185081692066848,0.0489361392743749
"YNL303W",8.10701121283165,-0.01023275740712,0.454219865652341,0.97554728708363,0.98370732809386
"YNL304W",30.4752689376491,-0.145749230771631,0.278266833085028,0.558316582466852,0.681851472608465
"YNL305C",289.994374046739,0.684381049478689,0.175984270019819,5.28709390611843e-05,0.000319483664056177
"YNL306W",201.524016465543,0.179145335413081,0.192914528934569,0.32171411374006,0.461033491552887
"YNL307C",120.879527305692,-0.102385563455333,0.286139132323684,0.68761377350614,0.784279885982918
"YNL308C",210.289437282792,0.825857523016989,0.363989703391832,0.00663623089539355,0.02047700820435
"YNL309W",17.6476506284638,0.404987987295039,0.360434977997011,0.177969428934086,0.29598642696291
"YNL310C",49.7838393355312,0.0125868020420561,0.264618582327599,0.958027723046276,0.973761295667814
"YNL311C",96.9406356211022,-0.354687249063888,0.237619630859917,0.104826348105957,0.19769104205548
"YNL312W",46.7375857800815,0.42716661561845,0.254174197347965,0.0656056234458768,0.135726897863599
"YNL313C",65.6284971997429,0.263071297506294,0.264691043684423,0.271114667866001,0.40576269047747
"YNL314W",39.9890030997495,-0.599761148318806,0.311878426367987,0.0282111063143897,0.0691042519519705
"YNL315C",127.114045082633,-0.383122340617188,0.18792102796916,0.0315730185011644,0.0756839174897746
"YNL316C",17.1935358334892,0.612057118094217,0.354593000945758,0.0403526434018732,0.0925971852746306
"YNL317W",31.9865046793859,-0.108612100161251,0.277002625447528,0.661593199005176,0.763913643994631
"YNL320W",28.5002098896191,-0.0814311757190169,0.300462681660358,0.75813275110799,0.838499159042411
"YNL321W",91.037425167709,-0.739324830503772,0.219149059238391,0.000332945399675254,0.00159753206246166
"YNL322C",194.897521118178,-0.159061936052196,0.274445022294572,0.51827294378767,0.646976833852437
"YNL323W",87.4117356694643,-0.190850993081194,0.229735596651582,0.367399160739385,0.5072066947761
"YNL325C",40.3100044049691,0.141021953038237,0.271185898204893,0.56307674719923,0.68564404082761
"YNL326C",21.2899774128492,0.298674249152403,0.330446954259289,0.292114200272344,0.429109768493256
"YNL327W",112.28243073371,1.24073487461511,0.235577066059475,1.10027330551529e-08,1.47581218588203e-07
"YNL329C",100.640577343625,-0.581044089256817,0.205863146722661,0.002867011992934,0.0100431984124457
"YNL330C",102.911905705209,-0.0999213776885664,0.216733993276748,0.619497540261777,0.728355336655567
"YNL331C",32.1306658022284,0.678431722910566,0.302815920188207,0.0112922269292929,0.0325092845741083
"YNL333W",6.20944835437836,-0.15847174109623,0.55039724828276,0.637664912552031,0.743536514113433
"YNL334C",10.586971950025,-1.87081406340993,1.95625799594064,0.000922286070653054,0.00376508198160335
"YNL339C",146.191109374713,-2.01699140035685,0.893464070909438,9.26670403633813e-05,0.000525475563194502
